image_id, usage, remain_area, combination, arrangement
46,72.64%,19.700000000000003,"A6,B7,C8,D8,E4","{D8:[[0.8, 3.5],[7.4, 3.5],[7.4, 7.0],[0.8, 7.0]],C8:[[5.2, 0.0],[10.0, 0.0],[10.0, 3.5],[5.2, 3.5]],A6:[[0.9, 1.8],[2.9, 1.8],[2.9, 3.5],[0.9, 3.5]],B7:[[7.4, 4.2],[9.8, 4.2],[9.8, 7.2],[7.4, 7.2]],E4:[[3.2, 2.3],[4.7, 2.3],[4.7, 3.5],[3.2, 3.5]]}"
47,72.63%,19.71,"A7,B5,C9,D8,E3","{D8:[[2.3, 3.5],[8.9, 3.5],[8.9, 7.0],[2.3, 7.0]],B5:[[6.9, 1.4],[9.3, 1.4],[9.3, 3.5],[6.9, 3.5]],C9:[[0.6, 0.0],[5.7, 0.0],[5.7, 3.5],[0.6, 3.5]],E3:[[5.8, 2.3],[6.8, 2.3],[6.8, 3.5],[5.8, 3.5]],A7:[[0.6, 3.9],[2.3, 3.9],[2.3, 6.9],[0.6, 6.9]]}"
48,72.5%,19.800000000000004,"A7,B4,C8,D8,E4","{D8:[[2.0, 0.2],[8.6, 0.2],[8.6, 3.7],[2.0, 3.7]],C8:[[4.9, 3.7],[9.7, 3.7],[9.7, 7.2],[4.9, 7.2]],A7:[[1.3, 3.7],[4.3, 3.7],[4.3, 5.4],[1.3, 5.4]],E4:[[8.6, 1.2],[9.8, 1.2],[9.8, 2.7],[8.6, 2.7]],B4:[[0.2, 0.0],[2.0, 0.0],[2.0, 3.0],[0.2, 3.0]]}"
49,72.49%,19.810000000000002,"A4,B7,C9,D8,E4","{D8:[[1.0, 3.6],[7.6, 3.6],[7.6, 7.1],[1.0, 7.1]],C9:[[1.5, 0.1],[6.6, 0.1],[6.6, 3.6],[1.5, 3.6]],B7:[[6.7, 1.2],[9.7, 1.2],[9.7, 3.6],[6.7, 3.6]],A4:[[7.6, 4.8],[9.2, 4.8],[9.2, 6.2],[7.6, 6.2]],E4:[[7.6, 3.6],[9.1, 3.6],[9.1, 4.8],[7.6, 4.8]]}"
50,72.46000000000001%,19.830000000000013,"A7,B3,C9,D8,E4","{D8:[[0.2, 0.2],[6.8, 0.2],[6.8, 3.7],[0.2, 3.7]],C9:[[0.5, 3.7],[5.6, 3.7],[5.6, 7.2],[0.5, 7.2]],B3:[[6.8, 0.6],[9.2, 0.6],[9.2, 2.4],[6.8, 2.4]],A7:[[6.8, 2.5],[9.8, 2.5],[9.8, 4.2],[6.8, 4.2]],E4:[[5.6, 3.7],[6.8, 3.7],[6.8, 5.2],[5.6, 5.2]]}"
51,72.43%,19.85000000000001,"A2,B7,C9,D8,E4","{D8:[[0.2, 0.1],[6.8, 0.1],[6.8, 3.6],[0.2, 3.6]],C9:[[3.9, 3.6],[9.0, 3.6],[9.0, 7.1],[3.9, 7.1]],E4:[[6.8, 2.2],[8.3, 2.2],[8.3, 3.4],[6.8, 3.4]],A2:[[6.8, 0.6],[8.8, 0.6],[8.8, 1.7],[6.8, 1.7]],B7:[[0.8, 3.6],[3.8, 3.6],[3.8, 6.0],[0.8, 6.0]]}"
52,72.39999999999999%,19.870000000000005,"A5,B6,C9,D8,E3","{D8:[[0.9, 3.7],[7.5, 3.7],[7.5, 7.2],[0.9, 7.2]],C9:[[2.9, 0.2],[8.0, 0.2],[8.0, 3.7],[2.9, 3.7]],B6:[[0.0, 1.3],[2.7, 1.3],[2.7, 3.7],[0.0, 3.7]],A5:[[7.5, 5.0],[10.0, 5.0],[10.0, 6.4],[7.5, 6.4]],E3:[[7.5, 3.7],[8.7, 3.7],[8.7, 4.7],[7.5, 4.7]]}"
53,72.37%,19.890000000000008,"A8,B5,C9,D8,E4","{D8:[[2.1, 0.0],[8.7, 0.0],[8.7, 3.5],[2.1, 3.5]],C9:[[1.8, 3.5],[6.9, 3.5],[6.9, 7.0],[1.8, 7.0]],A8:[[7.3, 3.5],[9.7, 3.5],[9.7, 5.3],[7.3, 5.3]],B5:[[0.0, 0.4],[2.1, 0.4],[2.1, 2.8],[0.0, 2.8]],E4:[[8.7, 0.7],[9.9, 0.7],[9.9, 2.2],[8.7, 2.2]]}"
54,72.35000000000001%,19.910000000000004,"A7,B5,C9,D8,E2","{D8:[[3.1, 3.5],[9.7, 3.5],[9.7, 7.0],[3.1, 7.0]],A7:[[1.8, 1.8],[4.8, 1.8],[4.8, 3.5],[1.8, 3.5]],C9:[[4.9, 0.0],[10.0, 0.0],[10.0, 3.5],[4.9, 3.5]],B5:[[0.7, 4.9],[3.1, 4.9],[3.1, 7.0],[0.7, 7.0]],E2:[[2.1, 3.5],[3.1, 3.5],[3.1, 4.5],[2.1, 4.5]]}"
55,72.28999999999999%,19.950000000000003,"A7,B7,C7,D8,E4","{D8:[[0.0, 3.1],[6.6, 3.1],[6.6, 6.6],[0.0, 6.6]],E4:[[3.6, 1.9],[5.1, 1.9],[5.1, 3.1],[3.6, 3.1]],C7:[[6.6, 0.4],[9.9, 0.4],[9.9, 4.9],[6.6, 4.9]],B7:[[0.5, 0.7],[3.5, 0.7],[3.5, 3.1],[0.5, 3.1]],A7:[[6.6, 5.3],[9.6, 5.3],[9.6, 7.0],[6.6, 7.0]]}"
56,72.26%,19.97,"A6,B6,C9,D8,E3","{D8:[[1.5, 0.0],[8.1, 0.0],[8.1, 3.5],[1.5, 3.5]],C9:[[4.6, 3.5],[9.7, 3.5],[9.7, 7.0],[4.6, 7.0]],A6:[[8.1, 0.1],[9.8, 0.1],[9.8, 2.1],[8.1, 2.1]],E3:[[8.1, 2.4],[9.3, 2.4],[9.3, 3.4],[8.1, 3.4]],B6:[[0.1, 3.5],[2.8, 3.5],[2.8, 5.9],[0.1, 5.9]]}"
57,72.22%,20.0,"A7,B7,C9,D7,E3","{D7:[[3.7, 0.3],[9.6, 0.3],[9.6, 3.8],[3.7, 3.8]],B7:[[4.0, 3.8],[7.0, 3.8],[7.0, 6.2],[4.0, 6.2]],E3:[[8.2, 3.8],[9.4, 3.8],[9.4, 4.8],[8.2, 4.8]],C9:[[0.2, 2.0],[3.7, 2.0],[3.7, 7.1],[0.2, 7.1]],A7:[[0.7, 0.2],[3.7, 0.2],[3.7, 1.9],[0.7, 1.9]]}"
