image_id, usage, remain_area, combination, arrangement
41,78.29%,15.63000000000001,"A3,B6,C9,D8,E3,F1","{D8:[[1.5, 0.1],[8.1, 0.1],[8.1, 3.6],[1.5, 3.6]],C9:[[0.6, 3.6],[5.7, 3.6],[5.7, 7.1],[0.6, 7.1]],F1:[[8.1, 1.4],[9.6, 1.4],[9.6, 4.4],[8.1, 4.4]],B6:[[5.7, 3.6],[8.1, 3.6],[8.1, 6.3],[5.7, 6.3]],E3:[[8.1, 0.2],[9.6, 0.2],[9.6, 1.4],[8.1, 1.4]],A3:[[0.3, 1.0],[1.5, 1.0],[1.5, 3.2],[0.3, 3.2]]}"
42,78.25%,15.660000000000004,"A7,B5,C8,D8,E3,F1","{D8:[[1.8, 3.6],[8.4, 3.6],[8.4, 7.1],[1.8, 7.1]],B5:[[0.5, 1.5],[2.9, 1.5],[2.9, 3.6],[0.5, 3.6]],C8:[[5.2, 0.1],[10.0, 0.1],[10.0, 3.6],[5.2, 3.6]],F1:[[8.4, 4.1],[9.9, 4.1],[9.9, 7.1],[8.4, 7.1]],E3:[[3.5, 2.4],[5.0, 2.4],[5.0, 3.6],[3.5, 3.6]],A7:[[0.1, 4.0],[1.8, 4.0],[1.8, 7.0],[0.1, 7.0]]}"
43,78.24%,15.670000000000002,"A6,B6,C9,D8,E1,F1","{D8:[[1.7, 0.2],[8.3, 0.2],[8.3, 3.7],[1.7, 3.7]],B6:[[5.7, 3.7],[8.4, 3.7],[8.4, 6.1],[5.7, 6.1]],C9:[[0.2, 3.7],[5.3, 3.7],[5.3, 7.2],[0.2, 7.2]],E1:[[8.3, 2.4],[9.3, 2.4],[9.3, 3.4],[8.3, 3.4]],F1:[[0.2, 0.2],[1.7, 0.2],[1.7, 3.2],[0.2, 3.2]],A6:[[8.3, 0.3],[10.0, 0.3],[10.0, 2.3],[8.3, 2.3]]}"
44,78.22%,15.680000000000007,"A8,B7,C9,D7,E3,F1","{D7:[[2.5, 0.1],[8.4, 0.1],[8.4, 3.6],[2.5, 3.6]],C9:[[2.4, 3.6],[7.5, 3.6],[7.5, 7.1],[2.4, 7.1]],E3:[[8.4, 1.0],[9.9, 1.0],[9.9, 2.2],[8.4, 2.2]],B7:[[7.5, 3.6],[9.9, 3.6],[9.9, 6.6],[7.5, 6.6]],A8:[[0.1, 0.6],[2.5, 0.6],[2.5, 2.4],[0.1, 2.4]],F1:[[1.0, 2.2],[2.5, 2.2],[2.5, 5.2],[1.0, 5.2]]}"
45,78.19%,15.700000000000003,"A7,B7,C9,D7,E1,F1","{D7:[[2.1, 3.6],[8.0, 3.6],[8.0, 7.1],[2.1, 7.1]],C9:[[4.6, 0.1],[9.7, 0.1],[9.7, 3.6],[4.6, 3.6]],B7:[[0.1, 1.2],[3.1, 1.2],[3.1, 3.6],[0.1, 3.6]],F1:[[8.0, 3.9],[9.5, 3.9],[9.5, 6.9],[8.0, 6.9]],A7:[[0.4, 3.6],[2.1, 3.6],[2.1, 6.6],[0.4, 6.6]],E1:[[3.4, 2.6],[4.4, 2.6],[4.4, 3.6],[3.4, 3.6]]}"
46,78.19%,15.700000000000003,"A5,B7,C8,D8,E2,F1","{D8:[[1.4, 0.2],[8.0, 0.2],[8.0, 3.7],[1.4, 3.7]],B7:[[4.9, 3.7],[7.9, 3.7],[7.9, 6.1],[4.9, 6.1]],E2:[[8.0, 0.5],[9.2, 0.5],[9.2, 1.5],[8.0, 1.5]],C8:[[0.1, 3.7],[4.9, 3.7],[4.9, 7.2],[0.1, 7.2]],F1:[[8.0, 1.8],[9.5, 1.8],[9.5, 4.8],[8.0, 4.8]],A5:[[0.0, 1.0],[1.4, 1.0],[1.4, 3.5],[0.0, 3.5]]}"
47,78.18%,15.710000000000008,"A3,B7,C9,D8,E1,F1","{D8:[[2.0, 0.1],[8.6, 0.1],[8.6, 3.6],[2.0, 3.6]],A3:[[8.6, 2.6],[9.8, 2.6],[9.8, 4.8],[8.6, 4.8]],C9:[[0.2, 3.6],[5.3, 3.6],[5.3, 7.1],[0.2, 7.1]],B7:[[5.4, 3.6],[8.4, 3.6],[8.4, 6.0],[5.4, 6.0]],E1:[[8.6, 0.7],[9.6, 0.7],[9.6, 1.7],[8.6, 1.7]],F1:[[0.5, 0.2],[2.0, 0.2],[2.0, 3.2],[0.5, 3.2]]}"
48,78.12%,15.750000000000007,"A1,B7,C9,D8,E3,F1","{D8:[[1.9, 0.0],[8.5, 0.0],[8.5, 3.5],[1.9, 3.5]],C9:[[0.8, 3.5],[5.9, 3.5],[5.9, 7.0],[0.8, 7.0]],B7:[[6.9, 3.5],[9.9, 3.5],[9.9, 5.9],[6.9, 5.9]],A1:[[8.5, 0.3],[9.5, 0.3],[9.5, 2.1],[8.5, 2.1]],F1:[[0.4, 0.2],[1.9, 0.2],[1.9, 3.2],[0.4, 3.2]],E3:[[8.5, 2.3],[10.0, 2.3],[10.0, 3.5],[8.5, 3.5]]}"
49,78.06%,15.799999999999997,"A6,B7,C8,D8,E2,F1","{D8:[[1.6, 0.2],[8.2, 0.2],[8.2, 3.7],[1.6, 3.7]],C8:[[1.6, 3.7],[6.4, 3.7],[6.4, 7.2],[1.6, 7.2]],A6:[[8.2, 0.4],[9.9, 0.4],[9.9, 2.4],[8.2, 2.4]],E2:[[8.2, 2.7],[9.4, 2.7],[9.4, 3.7],[8.2, 3.7]],F1:[[0.1, 1.8],[1.6, 1.8],[1.6, 4.8],[0.1, 4.8]],B7:[[6.8, 3.7],[9.8, 3.7],[9.8, 6.1],[6.8, 6.1]]}"
50,78.03%,15.820000000000007,"A5,B6,C8,D8,E3,F1","{D8:[[1.9, 0.2],[8.5, 0.2],[8.5, 3.7],[1.9, 3.7]],F1:[[8.5, 0.6],[10.0, 0.6],[10.0, 3.6],[8.5, 3.6]],C8:[[0.6, 3.7],[5.4, 3.7],[5.4, 7.2],[0.6, 7.2]],E3:[[5.6, 3.7],[7.1, 3.7],[7.1, 4.9],[5.6, 4.9]],B6:[[7.2, 3.7],[9.9, 3.7],[9.9, 6.1],[7.2, 6.1]],A5:[[0.5, 0.9],[1.9, 0.9],[1.9, 3.4],[0.5, 3.4]]}"
51,78.01%,15.829999999999998,"A8,B4,C9,D8,E1,F1","{D8:[[0.1, 3.5],[6.7, 3.5],[6.7, 7.0],[0.1, 7.0]],C9:[[4.7, 0.0],[9.8, 0.0],[9.8, 3.5],[4.7, 3.5]],F1:[[1.6, 2.0],[4.6, 2.0],[4.6, 3.5],[1.6, 3.5]],E1:[[0.4, 2.5],[1.4, 2.5],[1.4, 3.5],[0.4, 3.5]],A8:[[6.7, 3.6],[9.1, 3.6],[9.1, 5.4],[6.7, 5.4]],B4:[[6.7, 5.4],[9.7, 5.4],[9.7, 7.2],[6.7, 7.2]]}"
52,77.99000000000001%,15.850000000000009,"A5,B4,C9,D8,E3,F1","{D8:[[1.7, 0.2],[8.3, 0.2],[8.3, 3.7],[1.7, 3.7]],A5:[[8.3, 0.5],[9.7, 0.5],[9.7, 3.0],[8.3, 3.0]],C9:[[0.5, 3.7],[5.6, 3.7],[5.6, 7.2],[0.5, 7.2]],F1:[[0.2, 0.4],[1.7, 0.4],[1.7, 3.4],[0.2, 3.4]],E3:[[5.9, 3.7],[7.4, 3.7],[7.4, 4.9],[5.9, 4.9]],B4:[[7.4, 3.7],[9.2, 3.7],[9.2, 6.7],[7.4, 6.7]]}"
53,77.92%,15.899999999999999,"A7,B4,C8,D8,E2,F1","{D8:[[1.5, 3.5],[8.1, 3.5],[8.1, 7.0],[1.5, 7.0]],E2:[[3.3, 2.5],[4.5, 2.5],[4.5, 3.5],[3.3, 3.5]],C8:[[5.0, 0.0],[9.8, 0.0],[9.8, 3.5],[5.0, 3.5]],B4:[[0.1, 1.7],[3.1, 1.7],[3.1, 3.5],[0.1, 3.5]],A7:[[8.1, 3.8],[9.8, 3.8],[9.8, 6.8],[8.1, 6.8]],F1:[[0.0, 3.9],[1.5, 3.9],[1.5, 6.9],[0.0, 6.9]]}"
54,77.92%,15.900000000000006,"A5,B7,C8,D8,E1,F1","{D8:[[1.6, 0.2],[8.2, 0.2],[8.2, 3.7],[1.6, 3.7]],C8:[[2.1, 3.7],[6.9, 3.7],[6.9, 7.2],[2.1, 7.2]],A5:[[8.2, 0.8],[9.6, 0.8],[9.6, 3.3],[8.2, 3.3]],B7:[[6.9, 3.7],[9.9, 3.7],[9.9, 6.1],[6.9, 6.1]],E1:[[0.6, 1.2],[1.6, 1.2],[1.6, 2.2],[0.6, 2.2]],F1:[[0.1, 2.2],[1.6, 2.2],[1.6, 5.2],[0.1, 5.2]]}"
55,77.9%,15.909999999999997,"A4,B7,C9,D8,E2,F1","{D8:[[1.9, 0.2],[8.5, 0.2],[8.5, 3.7],[1.9, 3.7]],E2:[[8.5, 2.1],[9.7, 2.1],[9.7, 3.1],[8.5, 3.1]],B7:[[6.9, 3.7],[9.9, 3.7],[9.9, 6.1],[6.9, 6.1]],C9:[[0.4, 3.7],[5.5, 3.7],[5.5, 7.2],[0.4, 7.2]],A4:[[8.5, 0.1],[9.9, 0.1],[9.9, 1.7],[8.5, 1.7]],F1:[[0.4, 0.6],[1.9, 0.6],[1.9, 3.6],[0.4, 3.6]]}"
56,77.89%,15.920000000000002,"A6,B6,C8,D8,E3,F1","{D8:[[1.7, 0.0],[8.3, 0.0],[8.3, 3.5],[1.7, 3.5]],E3:[[8.3, 0.4],[9.8, 0.4],[9.8, 1.6],[8.3, 1.6]],B6:[[0.7, 3.5],[3.4, 3.5],[3.4, 5.9],[0.7, 5.9]],F1:[[8.3, 1.7],[9.8, 1.7],[9.8, 4.7],[8.3, 4.7]],C8:[[3.5, 3.5],[8.3, 3.5],[8.3, 7.0],[3.5, 7.0]],A6:[[0.0, 0.2],[1.7, 0.2],[1.7, 2.2],[0.0, 2.2]]}"
57,77.86999999999999%,15.930000000000007,"A7,B3,C9,D8,E2,F1","{D8:[[1.5, 0.2],[8.1, 0.2],[8.1, 3.7],[1.5, 3.7]],B3:[[8.1, 1.1],[9.9, 1.1],[9.9, 3.5],[8.1, 3.5]],C9:[[4.2, 3.7],[9.3, 3.7],[9.3, 7.2],[4.2, 7.2]],A7:[[0.3, 3.7],[3.3, 3.7],[3.3, 5.4],[0.3, 5.4]],E2:[[8.1, 0.1],[9.3, 0.1],[9.3, 1.1],[8.1, 1.1]],F1:[[0.0, 0.2],[1.5, 0.2],[1.5, 3.2],[0.0, 3.2]]}"
58,77.85%,15.950000000000003,"A7,B7,C8,D7,E3,F1","{D7:[[1.5, 3.6],[7.4, 3.6],[7.4, 7.1],[1.5, 7.1]],E3:[[3.3, 2.4],[4.8, 2.4],[4.8, 3.6],[3.3, 3.6]],A7:[[0.1, 1.9],[3.1, 1.9],[3.1, 3.6],[0.1, 3.6]],C8:[[4.9, 0.1],[9.7, 0.1],[9.7, 3.6],[4.9, 3.6]],B7:[[7.4, 3.7],[9.8, 3.7],[9.8, 6.7],[7.4, 6.7]],F1:[[0.0, 4.0],[1.5, 4.0],[1.5, 7.0],[0.0, 7.0]]}"
59,77.85%,15.950000000000003,"A6,B4,C9,D8,E3,F1","{D8:[[1.2, 3.7],[7.8, 3.7],[7.8, 7.2],[1.2, 7.2]],A6:[[2.3, 2.0],[4.3, 2.0],[4.3, 3.7],[2.3, 3.7]],C9:[[4.5, 0.2],[9.6, 0.2],[9.6, 3.7],[4.5, 3.7]],B4:[[0.3, 0.7],[2.1, 0.7],[2.1, 3.7],[0.3, 3.7]],F1:[[7.8, 4.1],[9.3, 4.1],[9.3, 7.1],[7.8, 7.1]],E3:[[0.0, 3.8],[1.2, 3.8],[1.2, 5.3],[0.0, 5.3]]}"
60,77.85%,15.950000000000003,"A2,B7,C9,D8,E2,F1","{D8:[[2.3, 0.1],[8.9, 0.1],[8.9, 3.6],[2.3, 3.6]],C9:[[0.6, 3.6],[5.7, 3.6],[5.7, 7.1],[0.6, 7.1]],A2:[[8.9, 2.2],[10.0, 2.2],[10.0, 4.2],[8.9, 4.2]],E2:[[8.9, 0.7],[9.9, 0.7],[9.9, 1.9],[8.9, 1.9]],B7:[[5.9, 3.6],[8.9, 3.6],[8.9, 6.0],[5.9, 6.0]],F1:[[0.8, 0.1],[2.3, 0.1],[2.3, 3.1],[0.8, 3.1]]}"
61,77.83%,15.960000000000008,"A3,B7,C8,D8,E3,F1","{D8:[[2.1, 0.0],[8.7, 0.0],[8.7, 3.5],[2.1, 3.5]],C8:[[0.1, 3.5],[4.9, 3.5],[4.9, 7.0],[0.1, 7.0]],A3:[[8.7, 2.0],[9.9, 2.0],[9.9, 4.2],[8.7, 4.2]],B7:[[5.5, 3.5],[8.5, 3.5],[8.5, 5.9],[5.5, 5.9]],E3:[[8.7, 0.4],[9.9, 0.4],[9.9, 1.9],[8.7, 1.9]],F1:[[0.6, 0.2],[2.1, 0.2],[2.1, 3.2],[0.6, 3.2]]}"
62,77.79%,15.990000000000002,"A8,B5,C9,D8,E2,F1","{D8:[[1.6, 3.6],[8.2, 3.6],[8.2, 7.1],[1.6, 7.1]],B5:[[6.3, 1.5],[8.7, 1.5],[8.7, 3.6],[6.3, 3.6]],C9:[[0.9, 0.1],[6.0, 0.1],[6.0, 3.6],[0.9, 3.6]],E2:[[8.2, 6.0],[9.4, 6.0],[9.4, 7.0],[8.2, 7.0]],A8:[[8.2, 3.6],[10.0, 3.6],[10.0, 6.0],[8.2, 6.0]],F1:[[0.1, 3.9],[1.6, 3.9],[1.6, 6.9],[0.1, 6.9]]}"
63,77.78%,16.0,"A6,B7,C8,D8,E1,F1","{D8:[[1.5, 0.2],[8.1, 0.2],[8.1, 3.7],[1.5, 3.7]],A6:[[8.1, 0.6],[9.8, 0.6],[9.8, 2.6],[8.1, 2.6]],C8:[[3.5, 3.7],[8.3, 3.7],[8.3, 7.2],[3.5, 7.2]],B7:[[0.1, 3.7],[3.1, 3.7],[3.1, 6.1],[0.1, 6.1]],E1:[[8.1, 2.7],[9.1, 2.7],[9.1, 3.7],[8.1, 3.7]],F1:[[0.0, 0.3],[1.5, 0.3],[1.5, 3.3],[0.0, 3.3]]}"
